Saul Goodman
Scarlett Johansson
Scarlett O'Hara
Seal
Sean Connery
Sébastien Chabal
Sébastien Le Prestre, marquis de Vauban
Sébastien Loeb
Ségolène Royal
Selena Gomez
Sénèque
Serena Williams
Serge Dassault
Serge Gainsbourg
Sergi Lopez
Sergio Leone
Sergueï Bubka
Seth
Shakira
Shania Twain
Sharon Stone
Sheldon Cooper
Shere Khan
Sherlock Holmes
Shia LaBeouf
Shinzō Abe
Shiva
Shrek
Sidney Bechet
Siegfried
Sigmund Freud
Sigourney Weaver
Silvio Berlusconi
Simon Templar (Le Saint)
Simone de Beauvoir
Simone Signoret
Simone Veil
Simplet
Sinbad le marin
Sirène
Sisyphe
Skeletor
Snoopy
Socrate
Sœur
Sœur Anne
Sœur de lait
Sœur jumelle
Sœur siamoise
Sonia Rykiel
Sophie Marceau
Sophocle
Soprano
Soupalognon y Crouton
Spartacus
Speedy Gonzales
Spider-Man
Spip
Spirou
Spock
Stan Getz
Stan Lee
Stanley Kubrick
Starsky
Stefan Zweig
Stendhal
Stephen Hawking
Stephen King
Steve Buscemi
Steve Jobs
Steve McQueen
Steven Spielberg
Stevie Wonder
Stormtrooper
Stringer Bell
Stromae
Sue Ellen Ewing
Sugar Ray Robinson
Superdupont
Superman
Susan Sarandon
Sylar
Sylvester Stallone
Sylvie Testud
Tanguy
Tante
Tante par alliance
Tarzan
Taylor Swift
T-Bag (Theodore Bagwell)
Tchang
Teddy Riner
Terrence Hill
Terry Gilliam
Thalès
Theresa May
Thésée
Thierry Ardisson
Thierry Henry
Thierry Lhermitte
Thomas Edison
Thomas Hobbes
Thomas Malthus
Thomas Pesquet
Thomas Piketty
Thor
Thorgal
Thot
Tiger Woods
Tigrou
Tim Burton
Tina Turner
Tintin
Tirésias
Titeuf
Tom Cruise
Tom et Jerry
Tom Hanks
Tom Hardy
Tom Pouce
Tom Sawyer
Tommy Lee Jones
Tony Montana
Tony Parker
Tony Soprano
Toutatis
Tracy Chapman
Trisaïeul
Tristan et Iseut
Tupac Shakur
Tyler Durden
Tyrion Lannister
Ulysse
Ulysse 31
Uma Thurman
Ursula Andress
Usain Bolt
Usher
Val Kilmer
Valérian
Valérie Bonneton
Valérie Lemercier
Valéry Giscard d'Estaing
Vanessa Paradis
Vasco de Gama
Vassily Kandinsky
Vautrin
Venom
Vercingétorix
Vernon Schillinger
Véronique Sanson
Vesta
Vianney
Vic Mackey
Victor Hugo
Victoria Abril
Viggo Mortensen
Viktor Orbán
Vin Diesel
Vincent Bolloré
Vincent Cassel
Vincent Elbaz
Vincent Lindon
Vincent Perez
Vincent van Gogh
Vishnou
Vito Corleone
Vladimir Poutine
Voisin
Voldemort
Voltaire
Vulcain
Walker, Texas Ranger
Wall-E
Walt Disney
Walter White
Warren Buffett
Werner Heisenberg
Wes Anderson
Whitney Houston
Whoopi Goldberg
Wild Bill Hickok
Will Smith
Willem Dafoe
William Shakespeare
William Turner
Willy
Willy Wonka
Winnie l'Ourson
Winston Churchill
Wolfgang Amadeus Mozart
Wolverine
Wonder Woman
Wong Kar-wai
Woody
Woody Allen
Woody Harrelson
Woody Woodpecker
Xavier Niel
Xena
Xénophon
Xi Jinping
XIII
X-Men
Yahvé
Yann Barthès
Yannick Noah
Ygritte
Yoda
Yoko Tsuno
Yolande Moreau
Youri Gagarine
Yves Duteil
Yves Montand
Yves Saint Laurent
Zabou Breitman
Zach Galifianakis
Zaz
Zazie
Zeus
Zinédine Zidane
Zlatan Ibrahimović
Zoe Barnes
Zorglub
Zorro
Zucchero
